date,day_of_week,day_of_week_num,month,year,shift,shift_hour,is_weekend,is_holiday,station_id,station_factor,fuel_type,price_per_liter,predicted_demand_liters,actual_demand_liters,demand_accuracy,num_transactions,avg_liters_per_transaction,avg_wait_time_minutes,peak_wait_time_minutes,tank_capacity_liters,stock_before_liters,stock_after_liters,stock_percentage,alert_status,recommended_staff,temperature_celsius,rainfall_mm,revenue_lkr,seasonal_factor,shift_multiplier,weekend_multiplier,holiday_multiplier,weather_multiplier
2024-09-21,Saturday,5,9,2024,afternoon,14,1,0,Station_B,1.0,Petrol_95,454.66,791.08,801.61,98.67,18,44.53,6.6,6.6,10000,6872.24,6070.63,60.7,normal,2,26.8,142.0,364456.46,0.74,1.0,1.25,1.0,0.95
2024-02-16,Friday,4,2,2024,afternoon,14,0,0,Station_E,0.8,Petrol_92,382.2,1380.0,1768.76,71.83,43,41.13,7.7,7.7,15000,7797.01,6028.25,40.2,normal,4,27.4,0.0,676013.64,1.15,1.0,1.0,1.0,1.0
2024-02-03,Saturday,5,2,2024,afternoon,14,1,0,Station_A,1.2,Super_Diesel,415.17,1207.5,1372.36,86.35,32,42.89,10.8,10.8,20000,12218.14,10845.78,54.2,normal,3,25.6,0.0,569763.22,1.15,1.0,1.25,1.0,1.0
2022-11-15,Tuesday,1,11,2022,evening,20,0,0,Station_E,0.8,Petrol_92,379.9,755.0,963.36,72.4,22,43.79,5.6,5.6,10000,7496.91,6533.55,65.3,normal,2,24.9,33.6,365980.07,0.74,0.85,1.0,1.0,1.0
2022-08-29,Monday,0,8,2022,morning,8,0,0,Station_C,0.9,Petrol_95,453.42,850.3,607.81,71.48,17,35.75,5.7,8.6,10000,5811.87,5204.06,52.0,normal,2,24.7,179.9,275591.55,0.85,1.3,1.0,1.0,0.95
2024-07-10,Wednesday,2,7,2024,afternoon,14,0,0,Station_C,0.9,Petrol_95,453.44,769.5,771.97,99.68,20,38.6,6.4,6.4,20000,16149.83,15377.86,76.9,normal,2,26.9,134.7,350045.6,1.0,1.0,1.0,1.0,0.95
2023-01-04,Wednesday,2,1,2023,morning,8,0,0,Station_D,1.1,Super_Diesel,421.85,1001.0,1008.54,99.25,23,43.85,8.8,13.2,15000,12212.5,11203.96,74.7,normal,3,28.8,0.0,425448.54,1.0,1.3,1.0,1.0,1.0
2022-11-28,Monday,0,11,2022,afternoon,14,0,0,Station_D,1.1,Petrol_95,452.77,732.79,775.08,94.23,21,36.91,6.4,6.4,10000,8572.57,7797.49,78.0,normal,2,27.1,16.4,350932.7,0.74,1.0,1.0,1.0,1.0
2022-10-25,Tuesday,1,10,2022,evening,20,0,0,Station_A,1.2,Super_Diesel,419.17,499.8,610.49,77.85,16,38.16,6.5,6.5,10000,6929.89,6319.4,63.2,normal,2,23.6,72.3,255898.79,0.7,0.85,1.0,1.0,1.0
2024-10-21,Monday,0,10,2024,afternoon,14,0,0,Station_D,1.1,Diesel,361.26,1316.7,1079.89,82.01,25,43.2,5.4,5.4,10000,6789.18,5709.29,57.1,normal,3,27.1,104.9,390125.59,0.7,1.0,1.0,1.0,0.95
2024-04-22,Monday,0,4,2024,evening,20,0,0,Station_E,0.8,Diesel,360.06,1591.2,1447.94,91.0,37,39.13,6.2,6.2,10000,8075.15,6627.21,66.3,normal,3,30.7,26.2,521340.81,1.3,0.85,1.0,1.0,1.0
2023-12-08,Friday,4,12,2023,morning,8,0,0,Station_B,1.0,Diesel,360.94,1989.0,1662.55,83.59,39,42.63,6.7,10.0,20000,13624.85,11962.3,59.8,normal,4,28.5,5.9,600082.61,0.85,1.3,1.0,1.0,1.0
2023-04-12,Wednesday,2,4,2023,morning,8,0,0,Station_B,1.0,Diesel,360.85,3042.0,3087.69,98.5,74,41.73,9.9,14.8,20000,12699.08,9611.39,48.1,normal,5,29.5,19.0,1114179.6,1.3,1.3,1.0,1.0,1.0
2022-05-26,Thursday,3,5,2022,afternoon,14,0,0,Station_E,0.8,Petrol_95,448.11,907.06,815.34,89.89,19,42.91,6.6,6.6,15000,11532.69,10717.35,71.4,normal,2,31.7,76.8,365358.5,1.26,1.0,1.0,1.0,1.0
2023-05-03,Wednesday,2,5,2023,evening,20,0,0,Station_D,1.1,Super_Diesel,417.01,824.54,870.5,94.43,23,37.85,8.0,8.0,10000,7298.05,6427.55,64.3,normal,2,29.2,42.9,363005.04,1.26,0.85,1.0,1.0,1.0
2024-11-28,Thursday,3,11,2024,evening,20,0,0,Station_A,1.2,Diesel,362.78,1358.99,1649.86,78.6,38,43.42,6.7,6.7,10000,9393.66,7743.8,77.4,normal,4,23.2,49.8,598535.51,0.74,0.85,1.0,1.0,1.0
2022-10-04,Tuesday,1,10,2022,morning,8,0,0,Station_E,0.8,Petrol_95,448.76,655.2,896.77,63.13,21,42.7,7.0,10.5,15000,14157.65,13260.88,88.4,normal,2,23.8,85.8,402436.07,0.7,1.3,1.0,1.0,1.0
2023-12-15,Friday,4,12,2023,morning,8,0,0,Station_E,0.8,Petrol_92,376.79,1326.0,1241.79,93.65,28,44.35,6.3,9.4,15000,11638.87,10397.08,69.3,normal,3,27.2,23.6,467892.38,0.85,1.3,1.0,1.0,1.0
2023-12-26,Tuesday,1,12,2023,evening,20,0,0,Station_C,0.9,Diesel,358.29,1170.45,1240.16,94.04,29,42.76,5.8,5.8,10000,8829.76,7589.6,75.9,normal,3,25.7,3.0,444340.74,0.85,0.85,1.0,1.0,1.0
2024-04-04,Thursday,3,4,2024,morning,8,0,0,Station_C,0.9,Petrol_92,382.78,2281.5,2533.8,88.94,65,38.98,9.8,14.7,10000,7669.38,5135.58,51.4,normal,5,31.2,20.5,969877.55,1.3,1.3,1.0,1.0,1.0
2023-04-21,Friday,4,4,2023,afternoon,14,0,0,Station_A,1.2,Petrol_95,451.99,1404.0,1553.56,89.35,37,41.99,9.9,9.9,20000,18984.45,17430.89,87.2,normal,4,31.0,0.0,702197.49,1.3,1.0,1.0,1.0,1.0
2023-12-09,Saturday,5,12,2023,afternoon,14,1,0,Station_D,1.1,Petrol_92,381.83,1753.12,1659.93,94.68,42,39.52,7.4,7.4,15000,11326.87,9666.94,64.4,normal,4,24.0,0.0,633819.26,0.85,1.0,1.25,1.0,1.0
2022-05-03,Tuesday,1,5,2022,evening,20,0,0,Station_A,1.2,Petrol_92,377.12,1927.51,1725.53,89.52,40,43.14,7.6,7.6,10000,6284.21,4558.68,45.6,normal,4,29.2,0.0,650729.84,1.26,0.85,1.0,1.0,1.0
2023-05-27,Saturday,5,5,2023,morning,8,1,0,Station_B,1.0,Petrol_95,446.42,1842.47,1798.53,97.62,45,39.97,11.0,16.5,15000,12803.79,11005.26,73.4,normal,4,28.4,42.5,802908.56,1.26,1.3,1.25,1.0,1.0
2022-06-11,Saturday,5,6,2022,afternoon,14,1,0,Station_B,1.0,Petrol_95,449.31,1229.06,1339.57,91.01,34,39.4,9.0,9.0,15000,8824.93,7485.36,49.9,normal,3,28.1,107.3,601877.88,1.15,1.0,1.25,1.0,0.95
2023-01-31,Tuesday,1,1,2023,evening,20,0,0,Station_D,1.1,Super_Diesel,422.12,654.5,675.35,96.81,15,45.02,6.9,6.9,20000,10453.4,9778.05,48.9,normal,2,31.9,0.0,285075.74,1.0,0.85,1.0,1.0,1.0
2023-12-14,Thursday,3,12,2023,afternoon,14,0,0,Station_D,1.1,Petrol_95,451.1,841.5,655.4,77.88,16,40.96,5.9,5.9,10000,9270.8,8615.4,86.2,normal,2,28.1,0.0,295653.01,0.85,1.0,1.0,1.0,1.0
2024-11-05,Tuesday,1,11,2024,evening,20,0,0,Station_C,0.9,Petrol_95,446.77,509.62,565.13,89.11,15,37.68,5.5,5.5,10000,8229.5,7664.37,76.6,normal,2,25.2,48.6,252485.1,0.74,0.85,1.0,1.0,1.0
2023-03-05,Sunday,6,3,2023,evening,20,1,0,Station_B,1.0,Diesel,359.43,2409.38,2551.19,94.11,72,35.43,8.7,8.7,20000,18189.61,15638.42,78.2,normal,5,31.1,0.0,916976.29,1.26,0.85,1.25,1.0,1.0
2023-03-27,Monday,0,3,2023,morning,8,0,0,Station_E,0.8,Super_Diesel,421.98,917.14,1027.52,87.96,23,44.67,8.9,13.4,10000,6981.48,5953.96,59.5,normal,3,31.6,0.0,433591.88,1.26,1.3,1.0,1.0,1.0
2024-11-01,Friday,4,11,2024,morning,8,0,0,Station_B,1.0,Diesel,364.81,1732.05,2182.6,73.99,57,38.29,7.9,11.9,20000,11614.38,9431.78,47.2,normal,5,25.6,47.2,796233.25,0.74,1.3,1.0,1.0,1.0
2022-07-25,Monday,0,7,2022,morning,8,0,0,Station_B,1.0,Super_Diesel,420.56,864.5,765.64,88.56,18,42.54,7.4,11.1,10000,7702.52,6936.88,69.4,normal,2,25.0,162.7,322001.36,1.0,1.3,1.0,1.0,0.95
2022-04-14,Thursday,3,4,2022,evening,20,0,1,Station_D,1.1,Super_Diesel,418.72,1361.36,1456.04,93.05,32,45.5,11.3,11.3,20000,16203.14,14747.1,73.7,normal,3,29.5,0.0,609674.21,1.3,0.85,1.0,1.6,1.0
2023-03-31,Friday,4,3,2023,morning,8,0,0,Station_C,0.9,Petrol_92,380.71,2210.96,2469.73,88.3,64,38.59,9.6,14.4,10000,6197.4,3727.67,37.3,low,5,26.9,0.0,940243.74,1.26,1.3,1.0,1.0,1.0
2022-09-08,Thursday,3,9,2022,evening,20,0,0,Station_A,1.2,Petrol_95,446.84,645.52,539.17,83.52,14,38.51,5.4,5.4,10000,8438.63,7899.46,79.0,normal,2,23.8,169.3,240925.0,0.74,0.85,1.0,1.0,0.95
2022-07-30,Saturday,5,7,2022,morning,8,1,0,Station_B,1.0,Petrol_92,376.72,2315.62,2496.8,92.18,61,40.93,9.7,14.6,15000,13653.62,11156.82,74.4,normal,5,25.2,167.0,940603.75,1.0,1.3,1.25,1.0,0.95
2022-09-25,Sunday,6,9,2022,evening,20,1,0,Station_A,1.2,Diesel,364.61,1613.8,1587.11,98.35,42,37.79,6.5,6.5,20000,14099.54,12512.43,62.6,normal,4,24.7,147.5,578673.53,0.74,0.85,1.25,1.0,0.95
2022-02-12,Saturday,5,2,2022,morning,8,1,0,Station_B,1.0,Super_Diesel,424.31,1308.12,1307.44,99.95,34,38.45,10.5,15.8,10000,9471.59,8164.15,81.6,normal,3,28.3,0.0,554762.9,1.15,1.3,1.25,1.0,1.0
2023-07-19,Wednesday,2,7,2023,afternoon,14,0,0,Station_C,0.9,Super_Diesel,416.45,598.5,769.07,71.5,17,45.24,7.4,7.4,20000,10205.56,9436.49,47.2,normal,2,24.4,126.3,320281.24,1.0,1.0,1.0,1.0,0.95
2022-05-20,Friday,4,5,2022,morning,8,0,0,Station_E,0.8,Petrol_95,453.39,1179.18,1025.87,87.0,25,41.03,7.6,11.4,20000,16696.54,15670.67,78.4,normal,3,29.9,97.5,465120.24,1.26,1.3,1.0,1.0,1.0
2023-03-06,Monday,0,3,2023,morning,8,0,0,Station_A,1.2,Diesel,360.82,3537.54,3269.88,92.43,82,39.88,10.3,15.4,20000,17762.45,14492.57,72.5,normal,5,32.2,0.0,1179828.27,1.26,1.3,1.0,1.0,1.0
2024-01-07,Sunday,6,1,2024,evening,20,1,0,Station_D,1.1,Super_Diesel,422.15,818.13,912.12,88.51,23,39.66,8.2,8.2,20000,13738.92,12826.8,64.1,normal,2,28.9,0.0,385047.92,1.0,0.85,1.25,1.0,1.0
2022-05-30,Monday,0,5,2022,evening,20,0,0,Station_D,1.1,Petrol_95,448.36,1060.13,1115.09,94.82,27,41.3,8.0,8.0,10000,5060.28,3945.19,39.5,low,3,26.8,13.6,499966.5,1.26,0.85,1.0,1.0,1.0
2022-12-18,Sunday,6,12,2022,morning,8,1,0,Station_D,1.1,Petrol_92,377.26,2279.06,2013.34,88.34,48,41.94,8.4,12.6,10000,5257.37,3244.03,32.4,low,5,24.1,0.0,759555.96,0.85,1.3,1.25,1.0,1.0
2022-09-17,Saturday,5,9,2022,evening,20,1,0,Station_D,1.1,Diesel,358.91,1479.32,1893.4,72.01,53,35.72,7.2,7.2,10000,8779.7,6886.3,68.9,normal,4,23.6,108.5,679561.35,0.74,0.85,1.25,1.0,0.95
2022-04-19,Tuesday,1,4,2022,evening,20,0,0,Station_C,0.9,Petrol_92,376.78,1491.75,1276.96,85.6,29,44.03,6.4,6.4,15000,10567.24,9290.28,61.9,normal,3,31.6,33.8,481138.29,1.3,0.85,1.0,1.0,1.0
2024-07-11,Thursday,3,7,2024,afternoon,14,0,0,Station_A,1.2,Petrol_95,453.68,1026.0,1059.92,96.69,23,46.08,7.7,7.7,10000,5245.91,4185.99,41.9,normal,3,26.0,137.1,480861.92,1.0,1.0,1.0,1.0,0.95
2023-03-15,Wednesday,2,3,2023,afternoon,14,0,0,Station_B,1.0,Petrol_92,376.51,1889.71,1704.74,90.21,44,38.74,7.5,7.5,10000,7331.89,5627.15,56.3,normal,4,28.3,0.0,641845.83,1.26,1.0,1.0,1.0,1.0
2022-11-25,Friday,4,11,2022,morning,8,0,0,Station_A,1.2,Diesel,355.46,2078.46,1360.45,65.45,35,38.87,6.0,9.0,15000,13591.69,12231.24,81.5,normal,3,25.5,92.1,483588.35,0.74,1.3,1.0,1.0,1.0
2022-05-24,Tuesday,1,5,2022,morning,8,0,0,Station_A,1.2,Diesel,358.55,3537.54,3823.19,91.93,85,44.98,11.5,17.2,15000,7908.65,4085.46,27.2,low,5,29.1,24.6,1370798.99,1.26,1.3,1.0,1.0,1.0
2022-03-23,Wednesday,2,3,2022,afternoon,14,0,0,Station_A,1.2,Super_Diesel,418.58,1058.24,1055.92,99.78,26,40.61,9.0,9.0,10000,6623.2,5567.28,55.7,normal,3,29.6,0.0,441988.35,1.26,1.0,1.0,1.0,1.0
2023-04-17,Monday,0,4,2023,evening,20,0,0,Station_D,1.1,Petrol_95,452.32,1093.95,1171.8,92.88,30,39.06,8.2,8.2,10000,5891.7,4719.9,47.2,normal,3,28.3,0.0,530030.55,1.3,0.85,1.0,1.0,1.0
2022-03-05,Saturday,5,3,2022,afternoon,14,1,0,Station_B,1.0,Petrol_92,383.86,2362.14,2561.83,91.55,65,39.41,9.8,9.8,15000,13218.59,10656.76,71.0,normal,5,32.7,0.0,983394.54,1.26,1.0,1.25,1.0,1.0
2024-08-24,Saturday,5,8,2024,evening,20,1,0,Station_B,1.0,Diesel,356.34,1544.34,1681.34,91.13,42,40.03,6.7,6.7,20000,10134.91,8453.57,42.3,normal,4,26.2,136.2,599133.52,0.85,0.85,1.25,1.0,0.95
2022-10-26,Wednesday,2,10,2022,morning,8,0,0,Station_D,1.1,Petrol_92,380.96,1426.43,1092.77,76.61,27,40.47,5.9,8.9,20000,11250.17,10157.4,50.8,normal,3,25.8,116.6,416302.32,0.7,1.3,1.0,1.0,0.95
2022-12-09,Friday,4,12,2022,evening,20,0,0,Station_C,0.9,Diesel,362.4,1170.45,1187.37,98.55,30,39.58,5.6,5.6,10000,5173.96,3986.59,39.9,low,3,25.6,15.8,430303.47,0.85,0.85,1.0,1.0,1.0
2022-10-14,Friday,4,10,2022,evening,20,0,0,Station_A,1.2,Diesel,361.32,1220.94,1362.65,88.39,30,45.42,6.0,6.0,20000,17442.3,16079.65,80.4,normal,3,24.8,139.4,492349.88,0.7,0.85,1.0,1.0,0.95
2022-09-08,Thursday,3,9,2022,afternoon,14,0,0,Station_B,1.0,Super_Diesel,423.7,492.23,561.19,85.99,15,37.41,6.2,6.2,20000,18480.06,17918.87,89.6,normal,2,23.8,169.3,237775.32,0.74,1.0,1.0,1.0,0.95
2024-11-04,Monday,0,11,2024,evening,20,0,0,Station_B,1.0,Petrol_95,452.25,566.25,594.15,95.07,15,39.61,5.6,5.6,20000,15091.5,14497.35,72.5,normal,2,26.4,47.2,268704.19,0.74,0.85,1.0,1.0,1.0
2023-06-02,Friday,4,6,2023,evening,20,0,0,Station_C,0.9,Super_Diesel,417.93,615.82,681.69,89.3,16,42.61,6.9,6.9,15000,8879.12,8197.43,54.6,normal,2,28.5,93.8,284895.57,1.15,0.85,1.0,1.0,1.0
2024-04-19,Friday,4,4,2024,afternoon,14,0,0,Station_C,0.9,Diesel,359.22,2106.0,1918.24,91.08,50,38.36,7.3,7.3,10000,9158.33,7240.09,72.4,normal,4,28.8,9.2,689071.41,1.3,1.0,1.0,1.0,1.0
2022-02-07,Monday,0,2,2022,afternoon,14,0,0,Station_D,1.1,Super_Diesel,417.44,885.5,877.98,99.15,23,38.17,8.0,8.0,20000,11983.58,11105.6,55.5,normal,2,27.9,0.0,366503.64,1.15,1.0,1.0,1.0,1.0
2022-11-22,Tuesday,1,11,2022,afternoon,14,0,0,Station_D,1.1,Super_Diesel,416.18,569.95,652.65,85.49,17,38.39,6.7,6.7,20000,11603.57,10950.92,54.8,normal,2,24.6,0.0,271617.65,0.74,1.0,1.0,1.0,1.0
2022-01-18,Tuesday,1,1,2022,morning,8,0,0,Station_D,1.1,Diesel,364.11,2574.0,2561.33,99.51,63,40.66,8.7,13.0,20000,10948.7,8387.37,41.9,normal,5,27.4,0.0,932605.5,1.0,1.3,1.0,1.0,1.0
2023-10-27,Friday,4,10,2023,afternoon,14,0,0,Station_C,0.9,Petrol_92,378.26,945.0,747.63,79.11,18,41.54,5.0,5.0,10000,5924.0,5176.37,51.8,normal,2,23.4,75.6,282800.26,0.7,1.0,1.0,1.0,1.0
2024-01-23,Tuesday,1,1,2024,morning,8,0,0,Station_A,1.2,Diesel,355.6,2808.0,2674.71,95.25,62,43.14,8.9,13.4,20000,15892.77,13218.06,66.1,normal,5,30.6,0.0,951117.08,1.0,1.3,1.0,1.0,1.0
2024-01-23,Tuesday,1,1,2024,morning,8,0,0,Station_D,1.1,Super_Diesel,416.38,1001.0,824.6,82.38,19,43.4,7.7,11.6,10000,5523.13,4698.53,47.0,normal,2,30.6,0.0,343343.34,1.0,1.3,1.0,1.0,1.0
2023-05-31,Wednesday,2,5,2023,morning,8,0,0,Station_D,1.1,Diesel,364.69,3242.74,3384.0,95.64,80,42.3,10.5,15.8,20000,18663.43,15279.43,76.4,normal,5,27.7,96.9,1234096.96,1.26,1.3,1.0,1.0,1.0
2022-04-20,Wednesday,2,4,2022,afternoon,14,0,0,Station_D,1.1,Petrol_95,448.99,1287.0,1205.02,93.63,31,38.87,8.4,8.4,20000,12093.06,10888.04,54.4,normal,3,33.7,4.7,541046.77,1.3,1.0,1.0,1.0,1.0
2023-12-19,Tuesday,1,12,2023,afternoon,14,0,0,Station_B,1.0,Petrol_92,378.71,1275.0,1669.29,69.08,41,40.71,7.5,7.5,10000,5930.67,4261.38,42.6,normal,4,26.4,42.5,632184.1,0.85,1.0,1.0,1.0,1.0
2023-09-30,Saturday,5,9,2023,evening,20,1,0,Station_D,1.1,Diesel,363.83,1557.18,1534.16,98.52,42,36.53,6.4,6.4,15000,11553.68,10019.52,66.8,normal,4,25.0,90.3,558171.64,0.74,0.85,1.25,1.0,1.0
2022-09-07,Wednesday,2,9,2022,morning,8,0,0,Station_E,0.8,Petrol_95,448.36,658.18,635.83,96.6,15,42.39,5.8,8.7,10000,6206.91,5571.08,55.7,normal,2,24.2,186.2,285081.95,0.74,1.3,1.0,1.0,0.95
2023-11-15,Wednesday,2,11,2023,morning,8,0,0,Station_E,0.8,Petrol_95,445.56,692.82,757.42,90.68,21,36.07,6.4,9.6,15000,8643.4,7885.98,52.6,normal,2,25.1,55.8,337477.41,0.74,1.3,1.0,1.0,1.0
2023-09-10,Sunday,6,9,2023,morning,8,1,0,Station_B,1.0,Super_Diesel,416.14,799.87,948.4,81.43,21,45.16,8.4,12.6,20000,15723.54,14775.14,73.9,normal,2,24.7,145.6,394665.11,0.74,1.3,1.25,1.0,0.95
2023-12-23,Saturday,5,12,2023,afternoon,14,1,0,Station_E,0.8,Petrol_95,454.62,765.0,922.96,79.35,25,36.92,7.1,7.1,15000,8938.13,8015.17,53.4,normal,2,28.4,0.0,419598.24,0.85,1.0,1.25,1.0,1.0
2022-08-18,Thursday,3,8,2022,evening,20,0,0,Station_B,1.0,Super_Diesel,415.3,480.46,452.85,94.25,10,45.28,5.6,5.6,20000,10039.86,9587.01,47.9,normal,2,24.6,144.4,188068.32,0.85,0.85,1.0,1.0,0.95
2023-03-17,Friday,4,3,2023,evening,20,0,0,Station_E,0.8,Petrol_95,447.65,771.0,771.56,99.93,17,45.39,6.4,6.4,15000,14094.41,13322.85,88.8,normal,2,28.8,0.0,345391.43,1.26,0.85,1.0,1.0,1.0
2024-02-06,Tuesday,1,2,2024,morning,8,0,0,Station_D,1.1,Petrol_95,449.52,1480.05,1425.63,96.32,31,45.99,9.3,14.0,10000,6609.82,5184.19,51.8,normal,3,27.2,0.0,640854.07,1.15,1.3,1.0,1.0,1.0
2023-03-06,Monday,0,3,2023,morning,8,0,0,Station_C,0.9,Diesel,359.62,2653.15,2794.51,94.67,78,35.83,9.2,13.8,20000,11560.61,8766.1,43.8,normal,5,32.2,0.0,1004961.67,1.26,1.3,1.0,1.0,1.0
2023-06-21,Wednesday,2,6,2023,afternoon,14,0,0,Station_C,0.9,Petrol_95,454.87,931.5,923.12,99.1,23,40.14,7.1,7.1,15000,12718.59,11795.47,78.6,normal,2,30.9,89.9,419898.46,1.15,1.0,1.0,1.0,1.0
2022-04-06,Wednesday,2,4,2022,evening,20,0,0,Station_C,0.9,Petrol_92,381.97,1491.75,1194.55,80.08,33,36.2,6.2,6.2,10000,7386.55,6192.0,61.9,normal,3,29.1,21.5,456278.45,1.3,0.85,1.0,1.0,1.0
2023-12-11,Monday,0,12,2023,evening,20,0,0,Station_C,0.9,Super_Diesel,421.4,455.17,376.39,82.69,9,41.82,5.2,5.2,20000,17631.87,17255.48,86.3,normal,2,27.3,39.2,158611.53,0.85,0.85,1.0,1.0,1.0
2024-05-31,Friday,4,5,2024,afternoon,14,0,0,Station_E,0.8,Petrol_95,449.22,907.06,929.27,97.55,22,42.24,7.1,7.1,10000,5226.77,4297.5,43.0,normal,2,30.3,97.1,417443.54,1.26,1.0,1.0,1.0,1.0
2024-06-06,Thursday,3,6,2024,morning,8,0,0,Station_E,0.8,Petrol_95,450.67,1076.4,960.88,89.27,23,41.78,7.3,11.0,10000,7046.59,6085.71,60.9,normal,2,27.9,78.4,433037.24,1.15,1.3,1.0,1.0,1.0
2023-05-28,Sunday,6,5,2023,evening,20,1,0,Station_B,1.0,Petrol_95,452.69,1204.69,810.85,67.31,18,45.05,6.6,6.6,20000,10792.36,9981.51,49.9,normal,2,29.6,20.3,367061.66,1.26,0.85,1.25,1.0,1.0
2022-07-09,Saturday,5,7,2022,morning,8,1,0,Station_E,0.8,Super_Diesel,417.99,864.5,878.65,98.36,20,43.93,8.0,12.0,10000,5205.74,4327.09,43.3,normal,2,23.8,188.9,367267.32,1.0,1.3,1.25,1.0,0.95
2024-02-24,Saturday,5,2,2024,afternoon,14,1,0,Station_D,1.1,Petrol_92,377.3,2371.87,2355.12,99.29,59,39.92,9.3,9.3,20000,15472.1,13116.98,65.6,normal,5,28.4,0.0,888588.92,1.15,1.0,1.25,1.0,1.0
2023-01-16,Monday,0,1,2023,afternoon,14,0,0,Station_B,1.0,Petrol_92,381.41,1500.0,1546.22,96.92,40,38.66,7.1,7.1,10000,6202.53,4656.31,46.6,normal,4,25.9,0.0,589740.65,1.0,1.0,1.0,1.0,1.0
2022-04-26,Tuesday,1,4,2022,evening,20,0,0,Station_C,0.9,Petrol_92,377.51,1491.75,1562.5,95.26,37,42.23,7.2,7.2,10000,6299.8,4737.3,47.4,normal,4,29.4,0.0,589854.79,1.3,0.85,1.0,1.0,1.0
2022-11-27,Sunday,6,11,2022,morning,8,1,0,Station_A,1.2,Petrol_95,450.63,1299.04,1385.97,93.31,37,37.46,9.2,13.8,10000,8159.42,6773.45,67.7,normal,3,25.9,0.0,624564.71,0.74,1.3,1.25,1.0,1.0
2023-07-09,Sunday,6,7,2023,morning,8,1,0,Station_E,0.8,Super_Diesel,417.44,864.5,766.81,88.7,20,38.34,7.4,11.1,10000,8887.49,8120.68,81.2,normal,2,26.9,111.6,320100.23,1.0,1.3,1.25,1.0,0.95
2024-04-01,Monday,0,4,2024,evening,20,0,0,Station_D,1.1,Petrol_95,454.85,1093.95,1139.99,95.79,30,38.0,8.1,8.1,10000,8309.84,7169.85,71.7,normal,3,28.8,10.7,518521.66,1.3,0.85,1.0,1.0,1.0
2023-06-12,Monday,0,6,2023,afternoon,14,0,0,Station_A,1.2,Diesel,363.2,2484.0,2624.55,94.34,70,37.49,8.8,8.8,10000,9215.94,6591.39,65.9,normal,5,26.1,7.5,953235.85,1.15,1.0,1.0,1.0,1.0
2022-10-23,Sunday,6,10,2022,afternoon,14,1,0,Station_A,1.2,Petrol_92,383.29,1496.25,1806.51,79.26,48,37.64,7.8,7.8,10000,6864.03,5057.52,50.6,normal,4,25.4,100.1,692419.08,0.7,1.0,1.25,1.0,0.95
2022-09-10,Saturday,5,9,2022,morning,8,1,0,Station_D,1.1,Super_Diesel,418.71,879.86,930.19,94.28,21,44.29,8.3,12.5,15000,12934.52,12004.33,80.0,normal,2,23.6,210.5,389475.25,0.74,1.3,1.25,1.0,0.95
2024-06-13,Thursday,3,6,2024,afternoon,14,0,0,Station_C,0.9,Diesel,359.6,1769.85,1997.46,87.14,49,40.76,7.4,7.4,15000,9505.26,7507.8,50.1,normal,4,27.4,124.9,718295.62,1.15,1.0,1.0,1.0,0.95
2024-08-10,Saturday,5,8,2024,evening,20,1,0,Station_E,0.8,Petrol_92,383.88,1029.56,1449.76,59.19,33,43.93,6.9,6.9,15000,8795.25,7345.49,49.0,normal,3,25.3,113.7,556532.78,0.85,0.85,1.25,1.0,0.95
2022-03-19,Saturday,5,3,2022,evening,20,1,0,Station_D,1.1,Petrol_92,384.55,2208.6,2416.39,90.59,59,40.96,9.4,9.4,15000,9310.82,6894.43,46.0,normal,5,25.4,0.0,929226.41,1.26,0.85,1.25,1.0,1.0
2023-03-31,Friday,4,3,2023,evening,20,0,0,Station_E,0.8,Diesel,361.5,1542.0,1787.24,84.1,48,37.23,7.0,7.0,20000,17907.18,16119.94,80.6,normal,4,26.9,0.0,646091.13,1.26,0.85,1.0,1.0,1.0
2023-07-05,Wednesday,2,7,2023,morning,8,0,0,Station_C,0.9,Petrol_92,375.45,1667.25,1508.68,90.49,34,44.37,7.0,10.5,15000,13747.47,12238.79,81.6,normal,4,25.7,173.5,566436.64,1.0,1.3,1.0,1.0,0.95
2023-01-25,Wednesday,2,1,2023,morning,8,0,0,Station_C,0.9,Petrol_92,383.54,1755.0,2095.55,80.6,49,42.77,8.6,12.9,15000,10889.47,8793.92,58.6,normal,5,30.2,0.0,803734.28,1.0,1.3,1.0,1.0,1.0
2023-11-17,Friday,4,11,2023,evening,20,0,0,Station_E,0.8,Petrol_92,376.52,755.0,963.96,72.32,27,35.7,5.6,5.6,10000,7051.02,6087.06,60.9,normal,2,24.3,41.4,362953.03,0.74,0.85,1.0,1.0,1.0
2023-08-16,Wednesday,2,8,2023,afternoon,14,0,0,Station_C,0.9,Super_Diesel,417.3,508.73,629.58,76.24,15,41.97,6.6,6.6,20000,14714.79,14085.21,70.4,normal,2,23.7,136.3,262725.46,0.85,1.0,1.0,1.0,0.95
2022-10-17,Monday,0,10,2022,evening,20,0,0,Station_B,1.0,Petrol_95,452.35,508.72,373.83,73.48,8,46.73,4.7,4.7,15000,10305.53,9931.7,66.2,normal,2,24.6,125.5,169102.67,0.7,0.85,1.0,1.0,0.95
2023-06-08,Thursday,3,6,2023,evening,20,0,0,Station_A,1.2,Petrol_92,377.94,1671.52,1826.62,90.72,41,44.55,7.9,7.9,20000,17917.22,16090.6,80.5,normal,4,28.1,188.1,690359.96,1.15,0.85,1.0,1.0,0.95
