stationId,stationName,brand,province,town,latitude,longitude,petrolAvailability,dieselAvailability,superPetrolAvailability,lastUpdated,availabilityConfidence,estimatedWaitTime
FS447,Laugfs Wadduwa,Laugfs Petroleum,Western,Wadduwa,6.6658,79.925,Available,Available,Available,12/27/2025 18:20,High,11
FS448,Sinopec Kalutara,Sinopec,Western,Kalutara,6.5833,79.959,Limited,Available,Not Available,12/27/2025 18:25,Medium,30
FS449,IOC Aluthgama,IOC,Western,Aluthgama,6.437,79.996,Available,Available,Available,12/27/2025 18:30,High,12
FS450,Laugfs Beruwala,Laugfs Petroleum,Western,Beruwala,6.473,79.983,Available,Available,Available,12/27/2025 18:35,High,11
FS451,Sinopec Negombo,Sinopec,Western,Negombo,7.2083,79.8358,Limited,Available,Not Available,12/27/2025 18:40,Medium,28
FS452,IOC Kochchikade,IOC,Western,Kochchikade,7.263,79.855,Available,Available,Available,12/27/2025 18:45,High,11
FS453,Ceypetco Ja-Ela,Ceypetco,Western,Ja-Ela,7.077,79.894,Limited,Available,Not Available,12/27/2025 18:50,Medium,29
FS454,Laugfs Wattala,Laugfs Petroleum,Western,Wattala,6.989,79.891,Available,Available,Available,12/27/2025 18:55,High,10
FS455,Sinopec Kelaniya,Sinopec,Western,Kelaniya,6.955,79.922,Limited,Available,Not Available,12/27/2025 19:00,Medium,27
FS456,IOC Kiribathgoda,IOC,Western,Kiribathgoda,6.979,79.9245,Available,Available,Available,12/27/2025 19:05,High,11
FS457,Ceypetco Kadawatha,Ceypetco,Western,Kadawatha,7,79.952,Limited,Available,Not Available,12/27/2025 19:10,Medium,28
FS458,Laugfs Gampaha,Laugfs Petroleum,Western,Gampaha,7.0873,79.9996,Available,Available,Available,12/27/2025 19:15,High,12
FS459,Sinopec Mirigama,Sinopec,Western,Mirigama,7.24,80.126,Limited,Available,Not Available,12/27/2025 19:20,Medium,30
FS460,IOC Minuwangoda,IOC,Western,Minuwangoda,7.171,79.954,Available,Available,Available,12/27/2025 19:25,High,11
FS461,Laugfs Nittambuwa,Laugfs Petroleum,Western,Nittambuwa,7.145,80.095,Available,Available,Available,12/27/2025 19:30,High,12
FS462,Sinopec Veyangoda,Sinopec,Western,Veyangoda,7.154,80.094,Limited,Available,Not Available,12/27/2025 19:35,Medium,27
FS463,IOC Pugoda,IOC,Western,Pugoda,6.97,80.12,Available,Available,Available,12/27/2025 19:40,High,11
FS464,Ceypetco Dompe,Ceypetco,Western,Dompe,6.931,80.088,Limited,Available,Not Available,12/27/2025 19:45,Medium,28
FS465,Laugfs Hanwella,Laugfs Petroleum,Western,Hanwella,6.909,80.084,Available,Available,Available,12/27/2025 19:50,High,12
FS466,Sinopec Avissawella,Sinopec,Western,Avissawella,6.954,80.211,Limited,Available,Not Available,12/27/2025 19:55,Medium,29
FS467,IOC Padukka,IOC,Western,Padukka,6.842,80.091,Available,Available,Available,12/27/2025 20:00,High,11
FS468,Ceypetco Ingiriya,Ceypetco,Western,Ingiriya,6.73,80.157,Limited,Available,Not Available,12/27/2025 20:05,Medium,28
FS469,Laugfs Horana,Laugfs Petroleum,Western,Horana,6.715,80.062,Available,Available,Available,12/27/2025 20:10,High,12
FS470,Sinopec Bulathsinhala,Sinopec,Western,Bulathsinhala,6.666,80.186,Limited,Available,Not Available,12/27/2025 20:15,Medium,30
FS471,IOC Mathugama,IOC,Western,Mathugama,6.522,80.115,Available,Available,Available,12/27/2025 20:20,High,11
FS472,Ceypetco Agalawatta,Ceypetco,Western,Agalawatta,6.541,80.134,Limited,Available,Not Available,12/27/2025 20:25,Medium,28
FS473,Laugfs Dodangoda,Laugfs Petroleum,Western,Dodangoda,6.56,80.021,Available,Available,Available,12/27/2025 20:30,High,12
FS474,Sinopec Alubomulla,Sinopec,Western,Alubomulla,6.617,79.965,Limited,Available,Not Available,12/27/2025 20:35,Medium,29
FS475,IOC Maggona,IOC,Western,Maggona,6.507,79.977,Available,Available,Available,12/27/2025 20:40,High,11
FS476,Laugfs Payagala,Laugfs Petroleum,Western,Payagala,6.528,79.979,Available,Available,Available,12/27/2025 20:45,High,12
FS477,Sinopec Welipenna,Sinopec,Western,Welipenna,6.544,80.08,Limited,Available,Not Available,12/27/2025 20:50,Medium,28
FS478,IOC Millaniya,IOC,Western,Millaniya,6.631,80.055,Available,Available,Available,12/27/2025 20:55,High,11
FS479,Ceypetco Baduraliya,Ceypetco,Western,Baduraliya,6.52,80.235,Limited,Available,Not Available,12/27/2025 21:00,Medium,30
FS480,Laugfs Kalawila,Laugfs Petroleum,Western,Kalawila,6.578,80.19,Available,Available,Available,12/27/2025 21:05,High,12
FS481,Sinopec Madampe,Sinopec,North Western,Madampe,7.507,79.84,Limited,Available,Not Available,12/27/2025 21:10,Medium,29
FS482,IOC Wennappuwa,IOC,North Western,Wennappuwa,7.33,79.86,Available,Available,Available,12/27/2025 21:15,High,11
FS483,Laugfs Chilaw,Laugfs Petroleum,North Western,Chilaw,7.575,79.795,Available,Available,Available,12/27/2025 21:20,High,12
FS484,Sinopec Marawila,Sinopec,North Western,Marawila,7.414,79.828,Limited,Available,Not Available,12/27/2025 21:25,Medium,28
FS485,IOC Nattandiya,IOC,North Western,Nattandiya,7.411,79.864,Available,Available,Available,12/27/2025 21:30,High,11
FS486,Ceypetco Dankotuwa,Ceypetco,North Western,Dankotuwa,7.3,79.885,Limited,Available,Not Available,12/27/2025 21:35,Medium,27
FS487,Laugfs Puttalam,Laugfs Petroleum,North Western,Puttalam,8.033,79.825,Available,Available,Available,12/27/2025 21:40,High,12
FS488,Sinopec Mundalama,Sinopec,North Western,Mundalama,7.989,79.81,Limited,Available,Not Available,12/27/2025 21:45,Medium,30
FS489,IOC Anamaduwa,IOC,North Western,Anamaduwa,7.878,80.011,Available,Available,Available,12/27/2025 21:50,High,11
FS490,Laugfs Karuwalagaswewa,Laugfs Petroleum,North Western,Karuwalagaswewa,7.748,80.053,Available,Available,Available,12/27/2025 21:55,High,12
FS491,Sinopec Nikaweratiya,Sinopec,North Western,Nikaweratiya,7.749,80.124,Limited,Available,Not Available,12/27/2025 22:00,Medium,28
FS492,IOC Wariyapola,IOC,North Western,Wariyapola,7.618,80.241,Available,Available,Available,12/27/2025 22:05,High,11
FS493,Ceypetco Kurunegala,Ceypetco,North Western,Kurunegala,7.4863,80.362,Limited,Available,Not Available,12/27/2025 22:10,Medium,29
FS494,Laugfs Mawathagama,Laugfs Petroleum,North Western,Mawathagama,7.407,80.447,Available,Available,Available,12/27/2025 22:15,High,12
FS495,Sinopec Narammala,Sinopec,North Western,Narammala,7.433,80.217,Limited,Available,Not Available,12/27/2025 22:20,Medium,28
FS496,IOC Polgahawela,IOC,North Western,Polgahawela,7.333,80.293,Available,Available,Available,12/27/2025 22:25,High,11
FS497,Laugfs Alawwa,Laugfs Petroleum,North Western,Alawwa,7.296,80.234,Available,Available,Available,12/27/2025 22:30,High,12
FS498,Sinopec Galgamuwa,Sinopec,North Western,Galgamuwa,7.995,80.267,Limited,Available,Not Available,12/27/2025 22:35,Medium,30
FS499,IOC Giribawa,IOC,North Western,Giribawa,8.122,80.262,Available,Available,Available,12/27/2025 22:40,High,11
FS500,Laugfs Mahawa,Laugfs Petroleum,North Western,Mahawa,7.822,80.296,Available,Available,Available,12/27/2025 22:45,High,12
FS501, IOC Kegalle, IOC, Sabaragamuwa, Kegalle,7.26,80.34, Available, Available, Available, 2025-12-27T17:20:00Z, High,10
FS502, Laugfs Mawanella, Laugfs Petroleum, Sabaragamuwa, Mawanella,7.21,80.35, Limited, Available, Available, 2025-12-27T17:22:00Z, Medium,25
FS503, Sinopec Rambukkana, Sinopec, Sabaragamuwa, Rambukkana,7.32,80.37, Available, Limited, Not Available, 2025-12-27T17:24:00Z, Medium,30
FS504, IOC Ruwanwella, IOC, Sabaragamuwa, Ruwanwella,7.29,80.4, Available, Available, Available, 2025-12-27T17:26:00Z, High,12
FS505, Laugfs Ambepussa, Laugfs Petroleum, Western, Ambepussa,7.36,80.28, Available, Available, Available, 2025-12-27T17:28:00Z, High,11
FS506, Sinopec Weligama, Sinopec, Southern, Weligama,5.99,80.45, Limited, Available, Available, 2025-12-27T17:30:00Z, Medium,18
FS507, IOC Galle, IOC, Southern, Galle,6.035,80.216, Available, Available, Available, 2025-12-27T17:32:00Z, High,14
FS508, Laugfs Matara, Laugfs Petroleum, Southern, Matara,5.948,80.534, Available, Limited, Available, 2025-12-27T17:34:00Z, Medium,22
FS509, Sinopec Hambantota, Sinopec, Southern, Hambantota,6.124,81.123, Not Available, Available, Available, 2025-12-27T17:36:00Z, Low,40
FS510, IOC Tangalle, IOC, Southern, Tangalle,6.017,80.788, Available, Available, Available, 2025-12-27T17:38:00Z, High,13
FS511, Laugfs Polonnaruwa, Laugfs Petroleum, North Central, Polonnaruwa,7.933,81, Available, Available, Available, 2025-12-27T17:40:00Z, High,11
FS512, Sinopec Anuradhapura, Sinopec, North Central, Anuradhapura,8.312,80.4, Limited, Available, Not Available, 2025-12-27T17:42:00Z, Medium,28
FS513, IOC Mihintale, IOC, North Central, Mihintale,8.35,80.43, Available, Available, Available, 2025-12-27T17:44:00Z, High,10
FS514, Laugfs Dambulla, Laugfs Petroleum, Central, Dambulla,7.86,80.65, Available, Limited, Available, 2025-12-27T17:46:00Z, Medium,20
FS515, Sinopec Sigiriya, Sinopec, Central, Sigiriya,7.95,80.75, Available, Available, Not Available, 2025-12-27T17:48:00Z, Medium,27
FS516, IOC Kandy, IOC, Central, Kandy,7.29,80.64, Available, Available, Available, 2025-12-27T17:50:00Z, High,12
FS517, Laugfs Matale, Laugfs Petroleum, Central, Matale,7.45,80.6, Available, Limited, Available, 2025-12-27T17:52:00Z, Medium,22
FS518, Sinopec Nuwara Eliya, Sinopec, Central, Nuwara Eliya,6.97,80.78, Limited, Available, Not Available, 2025-12-27T17:54:00Z, Medium,32
FS519, IOC Hatton, IOC, Central, Hatton,7,80.6, Available, Available, Available, 2025-12-27T17:56:00Z, High,13
FS520, Laugfs Bandarawela, Laugfs Petroleum, Uva, Bandarawela,6.84,81.04, Available, Available, Available, 2025-12-27T17:58:00Z, High,12
FS521, Sinopec Badulla, Sinopec, Uva, Badulla,6.989,81.056, Limited, Available, Available, 2025-12-27T18:00:00Z, Medium,25
FS522, IOC Monaragala, IOC, Uva, Monaragala,6.9,81.35, Available, Available, Available, 2025-12-27T18:02:00Z, High,14
FS523, Laugfs Ella, Laugfs Petroleum, Uva, Ella,6.85,81.1, Available, Limited, Available, 2025-12-27T18:04:00Z, Medium,21
FS524, Sinopec Wellawaya, Sinopec, Uva, Wellawaya,6.81,81.4, Not Available, Available, Available, 2025-12-27T18:06:00Z, Low,35
FS525, IOC Ampara, IOC, Eastern, Ampara,7.3,81.67, Available, Available, Available, 2025-12-27T18:08:00Z, High,12
FS526, Laugfs Maha Oya, Laugfs Petroleum, Eastern, Maha Oya,7.18,81.583, Available, Available, Available, 2025-12-27T18:10:00Z, High,11
FS527, Sinopec Batticaloa, Sinopec, Eastern, Batticaloa,7.71,81.7, Limited, Available, Not Available, 2025-12-27T18:12:00Z, Medium,28
FS528, IOC Trincomalee, IOC, Eastern, Trincomalee,8.58,81.23, Available, Available, Available, 2025-12-27T18:14:00Z, High,13
FS529, Laugfs Kinniya, Laugfs Petroleum, Eastern, Kinniya,8.65,81.35, Available, Limited, Available, 2025-12-27T18:16:00Z, Medium,23
FS530, Sinopec Sampur, Sinopec, Eastern, Sampur,8.68,81.5, Not Available, Available, Available, 2025-12-27T18:18:00Z, Low,37
FS531, IOC Jaffna, IOC, Northern, Jaffna,9.661,80.025, Available, Available, Available, 2025-12-27T18:20:00Z, High,11
FS532, Laugfs Vavuniya, Laugfs Petroleum, Northern, Vavuniya,8.75,80.5, Available, Available, Available, 2025-12-27T18:22:00Z, High,12
FS533, Sinopec Kilinochchi, Sinopec, Northern, Kilinochchi,9.4,80.4, Limited, Available, Not Available, 2025-12-27T18:24:00Z, Medium,29
FS534, IOC Mannar, IOC, Northern, Mannar,8.98,79.9, Available, Available, Available, 2025-12-27T18:26:00Z, High,12
FS535, Laugfs Mullaitivu, Laugfs Petroleum, Northern, Mullaitivu,9.3,80.75, Available, Limited, Available, 2025-12-27T18:28:00Z, Medium,26
FS536, Sinopec Point Pedro, Sinopec, Northern, Point Pedro,9.825,80.21, Not Available, Available, Available, 2025-12-27T18:30:00Z, Low,38
FS537, IOC Negombo, IOC, Western, Negombo,7.2,79.84, Available, Available, Available, 2025-12-27T18:32:00Z, High,12
FS538, Laugfs Wattala, Laugfs Petroleum, Western, Wattala,7,79.9, Available, Available, Available, 2025-12-27T18:34:00Z, High,11
FS539, Sinopec Colombo, Sinopec, Western, Colombo,6.9271,79.8612, Limited, Available, Not Available, 2025-12-27T18:36:00Z, Medium,30
FS540, IOC Panadura, IOC, Western, Panadura,6.7128,79.9088, Available, Available, Available, 2025-12-27T18:38:00Z, High,13
FS541, Laugfs Kalutara, Laugfs Petroleum, Western, Kalutara,6.586,79.96, Available, Limited, Available, 2025-12-27T18:40:00Z, Medium,22
FS542, Sinopec Horana, Sinopec, Western, Horana,6.708,80.04, Limited, Available, Not Available, 2025-12-27T18:42:00Z, Medium,28
FS543, IOC Avissawella, IOC, Western, Avissawella,6.93,80.05, Available, Available, Available, 2025-12-27T18:44:00Z, High,12
FS544, Laugfs Ratnapura, Laugfs Petroleum, Sabaragamuwa, Ratnapura,6.682,80.398, Available, Available, Available, 2025-12-27T18:46:00Z, High,11
FS545, Sinopec Balangoda, Sinopec, Sabaragamuwa, Balangoda,6.667,80.97, Limited, Available, Not Available, 2025-12-27T18:48:00Z, Medium,29
FS546, IOC Embilipitiya, IOC, Sabaragamuwa, Embilipitiya,6.48,80.7, Available, Available, Available, 2025-12-27T18:50:00Z, High,12
FS547, Laugfs Rakwana, Laugfs Petroleum, Sabaragamuwa, Rakwana,6.57,80.58, Available, Limited, Available, 2025-12-27T18:52:00Z, Medium,24
FS548, Sinopec Bandarawela, Sinopec, Uva, Bandarawela,6.84,81.04, Not Available, Available, Available, 2025-12-27T18:54:00Z, Low,35
FS549, IOC Haputale, IOC, Uva, Haputale,6.73,80.98, Available, Available, Available, 2025-12-27T18:56:00Z, High,13
FS550, Laugfs Diyatalawa, Laugfs Petroleum, Uva, Diyatalawa,6.85,81.01, Available, Available, Available, 2025-12-27T18:58:00Z, High,12
FS551, Sinopec Welimada, Sinopec, Uva, Welimada,6.9,81.05, Limited, Available, Not Available, 2025-12-27T19:00:00Z, Medium,28
FS552, IOC Passara, IOC, Uva, Passara,6.935,81.15, Available, Available, Available, 2025-12-27T19:02:00Z, High,11
FS553, Laugfs Mahiyanganaya, Laugfs Petroleum, Uva, Mahiyanganaya,7.32,81, Available, Limited, Available, 2025-12-27T19:04:00Z, Medium,22
FS554, Sinopec Girandurukotte, Sinopec, Uva, Girandurukotte,7.4,81, Not Available, Available, Available, 2025-12-27T19:06:00Z, Low,36
FS555, IOC Kurunegala, IOC, North Western, Kurunegala,7.486,80.364, Available, Available, Available, 2025-12-27T19:08:00Z, High,12
FS556, Laugfs Puttalam, Laugfs Petroleum, North Western, Puttalam,8.036,79.828, Available, Available, Available, 2025-12-27T19:10:00Z, High,11
FS557, Sinopec Chilaw, Sinopec, North Western, Chilaw,7.575,79.795, Limited, Available, Not Available, 2025-12-27T19:12:00Z, Medium,29
FS558, IOC Wariyapola, IOC, North Western, Wariyapola,7.625,80.235, Available, Available, Available, 2025-12-27T19:14:00Z, High,13
FS559, Laugfs Narammala, Laugfs Petroleum, North Western, Narammala,7.435,80.215, Available, Limited, Available, 2025-12-27T19:16:00Z, Medium,21
FS560, Sinopec Nikaweratiya, Sinopec, North Western, Nikaweratiya,7.747,80.113, Not Available, Available, Available, 2025-12-27T19:18:00Z, Low,34
FS561, IOC Anuradhapura, IOC, North Central, Anuradhapura,8.312,80.413, Available, Available, Available, 2025-12-27T19:20:00Z, High,12
FS562, Laugfs Kekirawa, Laugfs Petroleum, North Central, Kekirawa,8.038,80.6, Available, Available, Available, 2025-12-27T19:22:00Z, High,11
FS563, Sinopec Thambuttegama, Sinopec, North Central, Thambuttegama,8.15,80.3, Limited, Available, Not Available, 2025-12-27T19:24:00Z, Medium,27
FS564, IOC Habarana, IOC, North Central, Habarana,8.04,80.75, Available, Available, Available, 2025-12-27T19:26:00Z, High,13
FS565, Laugfs Medawachchiya, Laugfs Petroleum, North Central, Medawachchiya,8.545,80.5, Available, Limited, Available, 2025-12-27T19:28:00Z, Medium,23
FS566, Sinopec Polonnaruwa, Sinopec, North Central, Polonnaruwa,7.94,81, Not Available, Available, Available, 2025-12-27T19:30:00Z, Low,35
FS567, IOC Gampaha, IOC, Western, Gampaha,7.09,79.995, Available, Available, Available, 2025-12-27T19:32:00Z, High,12
FS568, Laugfs Ja-Ela, Laugfs Petroleum, Western, Ja-Ela,7.08,79.89, Available, Available, Available, 2025-12-27T19:34:00Z, High,11
FS569, Sinopec Minuwangoda, Sinopec, Western, Minuwangoda,7.17,79.95, Limited, Available, Not Available, 2025-12-27T19:36:00Z, Medium,28
FS570, IOC Mirigama, IOC, Western, Mirigama,7.24,80.12, Available, Available, Available, 2025-12-27T19:38:00Z, High,13
FS571, Laugfs Nittambuwa, Laugfs Petroleum, Western, Nittambuwa,7.15,80.1, Available, Limited, Available, 2025-12-27T19:40:00Z, Medium,22
FS572, Sinopec Kiribathgoda, Sinopec, Western, Kiribathgoda,6.98,79.92, Not Available, Available, Available, 2025-12-27T19:42:00Z, Low,36
FS573, IOC Kalmunai, IOC, Eastern, Kalmunai,7.41,81.83, Available, Available, Available, 2025-12-27T19:44:00Z, High,12
FS574, Laugfs Akkaraipattu, Laugfs Petroleum, Eastern, Akkaraipattu,7.22,81.85, Available, Available, Available, 2025-12-27T19:46:00Z, High,11
FS575, Sinopec Sainthamaruthu, Sinopec, Eastern, Sainthamaruthu,7.38,81.84, Limited, Available, Not Available, 2025-12-27T19:48:00Z, Medium,27
FS576, IOC Sammanthurai, IOC, Eastern, Sammanthurai,7.36,81.8, Available, Available, Available, 2025-12-27T19:50:00Z, High,13
FS577, Laugfs Kattankudy, Laugfs Petroleum, Eastern, Kattankudy,7.675,81.73, Available, Limited, Available, 2025-12-27T19:52:00Z, Medium,23
FS578, Sinopec Eravur, Sinopec, Eastern, Eravur,7.77,81.61, Not Available, Available, Available, 2025-12-27T19:54:00Z, Low,34
FS579, IOC Mullaitivu, IOC, Northern, Mullaitivu,9.27,80.81, Available, Available, Available, 2025-12-27T19:56:00Z, High,12
FS580, Laugfs Chavakachcheri, Laugfs Petroleum, Northern, Chavakachcheri,9.66,80.16, Available, Available, Available, 2025-12-27T19:58:00Z, High,11
FS581, Sinopec Kopay, Sinopec, Northern, Kopay,9.68,80.01, Limited, Available, Not Available, 2025-12-27T20:00:00Z, Medium,28
FS582, IOC Nallur, IOC, Northern, Nallur,9.67,80.03, Available, Available, Available, 2025-12-27T20:02:00Z, High,13
FS583, Laugfs Karainagar, Laugfs Petroleum, Northern, Karainagar,9.74,79.88, Available, Limited, Available, 2025-12-27T20:04:00Z, Medium,24
FS584, Sinopec Delft, Sinopec, Northern, Delft,9.51,79.72, Not Available, Available, Available, 2025-12-27T20:06:00Z, Low,38
FS585, IOC Galle, IOC, Southern, Galle,6.03,80.22, Available, Available, Available, 2025-12-27T20:08:00Z, High,12
FS586, Laugfs Hikkaduwa, Laugfs Petroleum, Southern, Hikkaduwa,6.14,80.1, Available, Available, Available, 2025-12-27T20:10:00Z, High,11
FS587, Sinopec Elpitiya, Sinopec, Southern, Elpitiya,6.3,80.17, Limited, Available, Not Available, 2025-12-27T20:12:00Z, Medium,27
FS588, IOC Ambalangoda, IOC, Southern, Ambalangoda,6.24,80.06, Available, Available, Available, 2025-12-27T20:14:00Z, High,13
FS589, Laugfs Bentota, Laugfs Petroleum, Southern, Bentota,6.42,79.99, Available, Limited, Available, 2025-12-27T20:16:00Z, Medium,22
FS590, Sinopec Ahungalla, Sinopec, Southern, Ahungalla,6.31,80.03, Not Available, Available, Available, 2025-12-27T20:18:00Z, Low,35
FS591, IOC Matara, IOC, Southern, Matara,5.95,80.54, Available, Available, Available, 2025-12-27T20:20:00Z, High,12
FS592, Laugfs Weligama, Laugfs Petroleum, Southern, Weligama,5.99,80.45, Available, Available, Available, 2025-12-27T20:22:00Z, High,11
FS593, Sinopec Deniyaya, Sinopec, Southern, Deniyaya,6.35,80.56, Limited, Available, Not Available, 2025-12-27T20:24:00Z, Medium,28
FS594, IOC Akuressa, IOC, Southern, Akuressa,6.1,80.48, Available, Available, Available, 2025-12-27T20:26:00Z, High,13
FS595, Laugfs Kamburupitiya, Laugfs Petroleum, Southern, Kamburupitiya,6.08,80.56, Available, Limited, Available, 2025-12-27T20:28:00Z, Medium,23
FS596, Sinopec Hakmana, Sinopec, Southern, Hakmana,6.09,80.65, Not Available, Available, Available, 2025-12-27T20:30:00Z, Low,36
FS597, IOC Hambantota, IOC, Southern, Hambantota,6.12,81.12, Available, Available, Available, 2025-12-27T20:32:00Z, High,12
FS598, Laugfs Tissamaharama, Laugfs Petroleum, Southern, Tissamaharama,6.28,81.29, Available, Available, Available, 2025-12-27T20:34:00Z, High,11
FS599, Sinopec Sooriyawewa, Sinopec, Southern, Sooriyawewa,6.31,81.22, Limited, Available, Not Available, 2025-12-27T20:36:00Z, Medium,27
FS600, IOC Kataragama, IOC, Southern, Kataragama,6.41,81.33, Available, Available, Available, 2025-12-27T20:38:00Z, High,13
FS601, IOC Anuradhapura Central, IOC, North Central, Anuradhapura,8.3114,80.4037, Available, Available, Available, 2025-12-28T08:00:00Z, High,10
FS602, Laugfs Mihintale, Laugfs Petroleum, North Central, Mihintale,8.35,80.51, Available, Available, Not Available, 2025-12-28T08:05:00Z, Medium,18
FS603, Sinopec Kekirawa, Sinopec, North Central, Kekirawa,8.0375,80.5986, Limited, Available, Not Available, 2025-12-28T08:10:00Z, Medium,25
FS604, IOC Thambuttegama, IOC, North Central, Thambuttegama,8.1567,80.2967, Available, Available, Available, 2025-12-28T08:15:00Z, High,12
FS605, Laugfs Talawa, Laugfs Petroleum, North Central, Talawa,8.237,80.351, Available, Limited, Not Available, 2025-12-28T08:20:00Z, Medium,20
FS606, IOC Medawachchiya, IOC, North Central, Medawachchiya,8.545,80.495, Available, Available, Available, 2025-12-28T08:25:00Z, High,11
FS607, Sinopec Horowpothana, Sinopec, North Central, Horowpothana,8.433,80.865, Limited, Available, Not Available, 2025-12-28T08:30:00Z, Medium,27
FS608, IOC Nochchiyagama, IOC, North Central, Nochchiyagama,8.266,80.206, Available, Available, Available, 2025-12-28T08:35:00Z, High,13
FS609, Laugfs Padaviya, Laugfs Petroleum, North Central, Padaviya,8.823,80.765, Available, Limited, Not Available, 2025-12-28T08:40:00Z, Medium,22
FS610, IOC Rambewa, IOC, North Central, Rambewa,8.445,80.502, Available, Available, Available, 2025-12-28T08:45:00Z, High,12
FS611, IOC Polonnaruwa New Town, IOC, North Central, Polonnaruwa,7.9403,81.0188, Available, Available, Available, 2025-12-28T08:50:00Z, High,14
FS612, Laugfs Hingurakgoda, Laugfs Petroleum, North Central, Hingurakgoda,8.037,80.949, Available, Available, Not Available, 2025-12-28T08:55:00Z, Medium,19
FS613, Sinopec Medirigiriya, Sinopec, North Central, Medirigiriya,7.97,80.97, Limited, Available, Not Available, 2025-12-28T09:00:00Z, Medium,28
FS614, IOC Kaduruwela, IOC, North Central, Kaduruwela,7.982,81.02, Available, Available, Available, 2025-12-28T09:05:00Z, High,11
FS615, Laugfs Bakamuna, Laugfs Petroleum, North Central, Bakamuna,7.781,80.823, Available, Limited, Not Available, 2025-12-28T09:10:00Z, Medium,21
FS616, IOC Dimbulagala, IOC, North Central, Dimbulagala,7.861,81.098, Available, Available, Available, 2025-12-28T09:15:00Z, High,13
FS617, Sinopec Elahera, Sinopec, North Central, Elahera,7.721,80.833, Limited, Available, Not Available, 2025-12-28T09:20:00Z, Medium,26
FS618, IOC Manampitiya, IOC, North Central, Manampitiya,8.02,81.09, Available, Available, Available, 2025-12-28T09:25:00Z, High,12
FS619, Laugfs Welikanda, Laugfs Petroleum, North Central, Welikanda,7.95,81.25, Available, Limited, Not Available, 2025-12-28T09:30:00Z, Medium,23
FS620, IOC Aralaganwila, IOC, North Central, Aralaganwila,7.67,81.02, Available, Available, Available, 2025-12-28T09:35:00Z, High,14
FS621, IOC Dambulla Central, IOC, Central, Dambulla,7.856,80.651, Available, Available, Available, 2025-12-28T09:40:00Z, High,15
FS622, Laugfs Sigiriya, Laugfs Petroleum, Central, Sigiriya,7.954,80.754, Available, Available, Not Available, 2025-12-28T09:45:00Z, Medium,20
FS623, Sinopec Habarana, Sinopec, Central, Habarana,8.04,80.748, Limited, Available, Not Available, 2025-12-28T09:50:00Z, Medium,29
FS624, IOC Galewela, IOC, Central, Galewela,7.755,80.567, Available, Available, Available, 2025-12-28T09:55:00Z, High,13
FS625, Laugfs Naula, Laugfs Petroleum, Central, Naula,7.707,80.656, Available, Limited, Not Available, 2025-12-28T10:00:00Z, Medium,21
FS626, IOC Pallepola, IOC, Central, Pallepola,7.62,80.6, Available, Available, Available, 2025-12-28T10:05:00Z, High,12
FS627, Sinopec Ukuwela, Sinopec, Central, Ukuwela,7.42,80.62, Limited, Available, Not Available, 2025-12-28T10:10:00Z, Medium,27
FS628, IOC Matale Town, IOC, Central, Matale,7.469,80.624, Available, Available, Available, 2025-12-28T10:15:00Z, High,14
FS629, Laugfs Rattota, Laugfs Petroleum, Central, Rattota,7.522,80.684, Available, Limited, Not Available, 2025-12-28T10:20:00Z, Medium,22
FS630, IOC Yatawatta, IOC, Central, Yatawatta,7.564,80.588, Available, Available, Available, 2025-12-28T10:25:00Z, High,11
FS631, IOC Kandy City, IOC, Central, Kandy,7.2906,80.6337, Available, Available, Available, 2025-12-28T10:30:00Z, High,16
FS632, Laugfs Peradeniya, Laugfs Petroleum, Central, Peradeniya,7.263,80.597, Available, Available, Not Available, 2025-12-28T10:35:00Z, Medium,19
FS633, Sinopec Katugastota, Sinopec, Central, Katugastota,7.324,80.621, Limited, Available, Not Available, 2025-12-28T10:40:00Z, Medium,28
FS634, IOC Kundasale, IOC, Central, Kundasale,7.311,80.713, Available, Available, Available, 2025-12-28T10:45:00Z, High,13
FS635, Laugfs Digana, Laugfs Petroleum, Central, Digana,7.297,80.74, Available, Limited, Not Available, 2025-12-28T10:50:00Z, Medium,24
FS636, IOC Teldeniya, IOC, Central, Teldeniya,7.296,80.765, Available, Available, Available, 2025-12-28T10:55:00Z, High,12
FS637, Sinopec Madawala, Sinopec, Central, Madawala,7.245,80.678, Limited, Available, Not Available, 2025-12-28T11:00:00Z, Medium,26
FS638, IOC Gampola, IOC, Central, Gampola,7.164,80.569, Available, Available, Available, 2025-12-28T11:05:00Z, High,14
FS639, Laugfs Nawalapitiya, Laugfs Petroleum, Central, Nawalapitiya,7.048,80.535, Available, Limited, Not Available, 2025-12-28T11:10:00Z, Medium,23
FS640, IOC Hatton Road, IOC, Central, Hatton,6.891,80.598, Available, Available, Available, 2025-12-28T11:15:00Z, High,15
FS641, IOC Talawakele, IOC, Central, Talawakele,6.936,80.658, Available, Available, Available, 2025-12-28T11:20:00Z, High,14
FS642, Laugfs Nanu Oya, Laugfs Petroleum, Central, Nanu Oya,6.975,80.645, Available, Available, Not Available, 2025-12-28T11:25:00Z, Medium,20
FS643, Sinopec Lindula, Sinopec, Central, Lindula,6.923,80.682, Limited, Available, Not Available, 2025-12-28T11:30:00Z, Medium,29
FS644, IOC Nallathanniya, IOC, Central, Nallathanniya,6.809,80.499, Available, Available, Available, 2025-12-28T11:35:00Z, High,13
